name,sector,size,density,slots,daily_respect,coordinate_x,coordinate_y,alliance,faction,fname,members,rank
IDB,7,3,1,20,23,393.17,1741.95,JFK,0,,,
IDC,4,3,2,12,79,3458.67,818.33,NA,15644,New Sith Order,85,Platinum
IDD,2,3,2,17,101,2165.33,1806.33,NA,0,,,
IDE,6,1,2,5,38,5458,1895.58,NA,0,,,
IDF,2,3,2,24,101,3924.34,2274.24,Crypto,8706,Carbon,97,Diamond
IDG,5,1,2,5,45,5167.89,1973.83,NA,0,,,
IEA,5,2,2,6,56,958.39,2113.33,NA,49147,Gladiators,21,Gold
IEB,4,3,2,17,79,1345.29,2280.96,NA,0,,,
IEC,6,2,2,9,47,5481,855.67,NA,13665,PT-Penguins,86,Diamond
IED,5,3,2,14,68,5433,1864.66,NA,89,Catalysis,96,Diamond
IEE,2,2,2,7,84,2622.33,1584.67,NA,0,,,
IEF,2,4,2,27,118,2746.95,1423.9,NA,0,,,
IFA,5,2,2,8,56,992,2299.33,Westworld,36693,S.W.A.T Academy,44,Platinum
IFB,3,3,2,22,90,1660.25,2802.34,Westworld,26437,The Prowl,76,Platinum
IFC,4,5,2,30,105,4708.67,949.67,NA,0,,,
IFD,2,5,2,30,135,4221.25,1999.9,Crypto,9689,Deja,87,Platinum
IFE,2,5,2,30,135,2360.3,2012.14,NS,18736,Monarch Research,100,Diamond
IFF,7,3,1,14,23,269.33,1044.41,NA,0,,,
IFG,6,4,1,27,33,3790.14,272.16,NA,0,,,
IGA,7,3,2,14,45,247,2643,JFK,0,,,
IGB,2,4,2,27,118,2021.4,2689.02,NA,7709,Vulpes Vulpes,96,Diamond
IGC,4,3,2,16,79,2907.34,931,NA,0,,,
IGD,3,3,2,22,90,4351.67,1954.67,Crypto,0,,,
IGE,4,3,2,18,79,1521.83,1133.91,Westworld,12863,WTF Healers,95,Gold
IGF,6,4,2,27,66,653.09,990.44,NA,8500,Extinction,100,Platinum
IGG,7,3,1,22,23,3213.78,187.01,NA,525,Ministry of Mayhem,90,Platinum
IHA,3,2,2,7,75,1744,2808.33,NA,0,,,
IHB,3,3,2,22,90,1825.67,2464.17,NA,0,,,
IHC,4,3,2,18,79,3637.67,1014.34,Crypto,12255,Imperial MediHaven,82,Bronze
IHD,4,3,2,19,79,4813,2027.67,Crypto,0,,,
IHE,4,2,2,10,66,1463.5,1685.81,NA,0,,,
IHF,6,3,2,15,56,737.42,778.81,Westworld,14581,Project Nimbus,72,Platinum
IIA,5,3,2,12,68,967.08,3063.42,NA,11522,Droogs,79,Unranked
IIB,2,3,2,16,101,2012.72,2487.29,NA,0,,,
IIC,4,3,2,15,79,3680,1030.67,Crypto,12255,Imperial MediHaven,82,Bronze
IID,3,3,2,16,90,1951.33,2116.32,NA,8336,Monarch HQ,98,Diamond
IIE,3,3,2,14,90,1751.89,2104.54,NA,0,,,
IJA,7,3,2,12,45,45,2779,NA,41234,Peaky CS,39,Platinum
IJB,4,2,2,11,66,2089.92,843.83,NA,14821,JFK - Future Killers,78,Diamond
IJC,3,2,2,9,75,4638.33,1066,NA,0,,,
IJD,2,3,2,18,101,4179.37,2200.33,Crypto,9689,Deja,87,Platinum
IJE,3,3,2,14,90,2668.08,1164.8,NS,1149,WTF,95,Diamond
IJF,5,4,2,27,79,3371.66,795.21,NA,0,,,
IKA,6,3,2,16,56,467.88,3044.37,NA,0,,,
IKB,6,2,2,11,47,658.71,2532.83,NA,17133,Torn Medical,95,Silver
IKC,3,5,2,30,120,1895,1167.67,Westworld,0,,,
IKD,3,2,2,6,75,4323.33,2208.27,Crypto,0,,,
IKE,3,3,2,14,90,4412.21,1772.34,Crypto,16628,Chain Reaction,97,Diamond
IKF,6,5,3,30,113,720.71,1885.18,Westworld,0,,,
ILA,7,3,1,18,23,72.43,2574.3,NA,0,,,
ILB,5,3,2,22,68,817.25,3024.5,NA,0,,,
ILC,6,3,2,14,56,5577,1158.67,NA,16053,Asylum 2.0,45,Platinum
ILD,2,3,1,16,51,4186.74,2356,Crypto,8938,Arcadia,90,Diamond
ILE,4,3,2,13,79,3435.17,813,NA,0,,,
ILF,5,3,1,23,34,1079.66,2863.5,NA,0,,,
IMA,7,4,1,25,26,231.75,1947.67,NA,8255,Requiem,61,Gold
IMB,6,3,2,12,56,699.12,3188.63,Westworld,0,,,
IMC,3,4,2,28,105,4042.33,1194.02,NA,0,,,
IMD,2,1,2,5,68,4119.33,2477.63,NA,21368,Escensio Incursus,99,Diamond
IME,2,5,2,30,135,2260.17,1334.01,NA,0,,,
IMF,4,3,2,18,79,1271.25,2368.58,NA,0,,,
INB,6,3,1,21,28,415.25,2326.3,NA,0,,,
INC,4,2,2,10,66,1409,3079,Westworld,27902,SMTH - Concord,95,Platinum
IND,4,3,2,17,79,1456.67,1226,Westworld,0,,,
INE,5,4,1,25,39,5080.78,958.41,NA,0,,,
INF,7,3,1,18,23,5646.67,17.89,NA,2736,Itsi Bitsi Bikini,94,Platinum
ING,2,4,2,24,118,2079.3,2862.08,NA,0,,,
IOB,7,3,2,13,45,303,2792.67,Westworld,0,,,
IOC,4,3,2,13,79,1438.22,3331.06,NA,9356,SMTH - Party Animals,96,Platinum
IOD,7,4,2,27,53,5990.32,1250.28,NA,46708,The Revenant,95,Gold
IOE,4,5,2,30,105,5050,2067,Crypto,0,,,
IOF,5,4,3,27,118,5244.42,1899.42,Crypto,89,Catalysis,96,Diamond
IPB,7,3,2,24,45,374.32,2558.89,Westworld,0,,,
IPC,5,2,2,10,56,1111.33,3225.9,NA,0,,,
IPD,3,3,2,13,90,3060,1258.33,Crypto,1149,WTF,95,Diamond
IPE,5,2,2,6,56,2080.16,543.99,NA,21234,Underground Nation,80,Platinum
IPF,2,3,2,23,101,4110.2,2520.5,NA,0,,,
IPG,5,3,2,16,68,1132.41,2917.12,NA,6984,Wraith,96,Bronze
IQB,6,2,2,10,47,654.11,2888.83,NA,9745,Emergency Room,84,Gold
IQC,3,3,2,13,90,1781.51,3123.09,NA,0,,,
IQD,3,3,2,14,90,3288.67,1289,NA,0,,,
IQF,7,4,1,25,26,1832,94.14,NA,0,,,
IQG,5,4,2,26,79,1186.89,3261.21,NA,15446,Druggies in Snuggies,100,Diamond
IRB,5,3,2,15,68,820.69,2659.92,NA,21028,Nuclear Clinic,100,Unranked
IRC,1,4,2,27,131,3219.75,2303.92,NA,9055,Natural Selection IV,96,Diamond
IRD,3,3,2,21,90,1861.67,1332,NA,0,,,
IRE,7,2,2,9,38,2690.22,186.5,NA,9953,The Drunk Tank,64,Platinum
IRF,7,4,1,26,26,3228.82,95.67,Westworld,525,Ministry of Mayhem,90,Platinum
IRG,1,2,2,11,94,2851.22,2941.93,NA,0,,,
ISB,5,3,2,16,68,893.62,1886.42,NA,0,,,
ISC,1,2,2,8,94,3443.61,2766.03,NA,13784,WarBirds,77,Diamond
ISD,3,3,2,22,90,4378.33,1380,Crypto,22781,The Wolverines,101,Diamond
ISE,6,3,2,19,56,3558.67,511.25,NA,0,,,
ISF,7,5,1,30,30,4005.16,71.42,NA,13377,The Brotherhood of War,98,Diamond
ISG,5,3,3,14,101,5227.17,673.5,NA,0,,,
ITB,6,2,1,9,23,565.79,650.1,Westworld,0,,,
ITC,1,3,2,11,113,3120.34,2913.67,NA,0,,,
ITD,3,2,2,11,75,1667.33,1389.67,NA,50890,Wartopia,45,Platinum
ITE,7,3,2,13,45,6080,1647,NA,0,,,
ITF,7,3,1,21,23,4854.45,138.59,NA,0,,,
ITG,4,3,2,17,79,4872.33,3109.33,NA,15151,The ZOO,94,Platinum
IUB,7,4,1,25,26,312.5,298.22,NA,39788,Cerberus,82,Platinum
IUC,1,3,2,15,113,3008.67,2881.67,NA,0,,,
IUD,5,3,2,20,68,5416.67,1435.69,NA,0,,,
IUE,1,3,2,12,113,2599.67,1671.75,NS,16282,Nuclear Winter,99,Diamond
IUF,6,2,1,6,23,2079,297.56,Westworld,0,,,
IUG,4,4,2,24,92,4770.75,2444.04,NA,9517,OverWatch,79,Platinum
IVB,7,2,1,9,19,192.89,13.67,NA,0,,,
IVC,7,3,1,18,23,2645.58,103.13,NA,9953,The Drunk Tank,64,Platinum
IVD,6,3,2,21,56,5559,1510,NA,0,,,
IVE,3,4,2,24,105,2849.59,1222.42,Crypto,1149,WTF,95,Diamond
IVF,7,4,1,26,26,5217.7,170.13,NA,8811,Impulse 13!,79,Gold
IVG,4,3,2,20,79,4910.4,2629.67,NA,0,,,
IWB,5,1,2,5,45,1115,3009.5,NA,0,,,
IWC,6,4,1,24,33,5063.83,270.15,NA,33783,Impulse,91,Bronze
IWD,4,3,2,23,79,4848.33,1530.67,Crypto,5431,[Redacted],59,Platinum
IWE,3,1,2,6,60,1945.17,1920.45,NA,0,,,
IWF,4,3,1,14,39,2920.08,1038.43,Crypto,10610,NPO - Strength,83,Platinum
IWG,4,4,2,26,92,4866.33,2866,NA,0,,,
IXB,5,3,2,17,68,1004.27,2853.65,NA,16424,SMTH - HoYoverse,98,Bronze
IXC,6,4,1,26,33,3085.34,407.33,NA,0,,,
IXD,2,3,2,15,101,3047.33,1541.38,NS,366,Evolution,98,Diamond
IXE,4,2,2,9,66,1321.67,1962.08,NA,0,,,
IXF,5,4,1,26,39,969.25,928.75,NA,0,,,
IXG,5,2,2,6,56,5252.34,2442.67,NA,31397,The Rifle Hotel,57,Bronze
IYB,5,2,2,6,56,845.29,2505.67,NA,39549,Good Guys,50,Gold
IYC,6,3,2,21,56,2362.34,457.45,Westworld,0,,,
IYD,2,3,2,12,101,2298.37,1592.33,NA,0,,,
IYE,3,4,2,27,105,1687.16,1691.42,NA,8384,Savage Plague,67,Platinum
IYF,6,4,1,24,33,5845.07,347.43,NA,0,,,
IYG,6,3,2,24,56,5761.33,2541.67,NA,44746,Chromatic Sloths,24,Platinum
IZB,4,4,2,29,92,1337.33,2642.02,NA,0,,,
IZC,5,3,2,12,68,5370.33,545.67,NA,35840,Baby Champers,97,Gold
IZD,5,3,2,19,68,5129.39,1670.65,Crypto,0,,,
IZE,2,3,2,13,101,3876.13,1512.19,Crypto,0,,,
IZF,7,4,1,26,26,6157.47,363.88,NA,9503,TSFTS Microbrewery,37,Platinum
IZG,6,2,1,11,23,5840.57,2761.59,NA,0,,,
JAA,7,3,2,23,45,266.08,597,NA,6895,Iron Rose Cartel,73,Gold
JAB,4,3,2,18,79,1350.58,2381.33,NA,0,,,
JAC,5,2,2,6,56,2369,623,Westworld,26312,JFK - Misfits,89,Gold
JAD,7,3,2,15,45,6240.55,1690.67,NA,10856,REK II,94,Gold
JAE,5,1,2,5,45,5066.58,1539.12,NA,0,,,
JAF,1,3,1,17,56,2872.56,1907.22,NA,0,,,
JAG,3,3,2,20,90,4462.06,2717.28,NA,0,,,
JBA,5,3,2,18,68,1055.67,750.67,Westworld,36691,Rabid Chihuahuas,70,Bronze
JBB,6,4,1,26,33,492.5,1410.25,NA,42435,Nub Army,54,Platinum
JBC,5,2,2,10,56,3456.67,694,NA,0,,,
JBD,1,3,2,22,113,3034,1720.33,NS,366,Evolution,98,Diamond
JBE,4,3,2,23,79,4992,1764.47,Crypto,18569,Romania Elite Kommando,93,Diamond
JBF,5,4,2,29,79,827.58,1472.91,NS,0,,,
JCA,4,1,2,5,53,1304.67,862,NA,0,,,
JCB,7,4,1,25,26,56.85,1778.24,NA,8677,Mana,35,Platinum
JCC,5,3,2,12,68,3764.67,762.32,Crypto,0,,,
JCD,2,3,2,15,101,3939.7,1747.89,NA,0,,,
JCE,5,2,2,8,56,1143.32,1534.54,Westworld,40399,WIT-Mayhem,88,Gold
JCF,2,3,2,13,101,3888.28,2136.56,NA,8706,Carbon,97,Diamond
JCG,6,3,2,15,56,453,613.41,NA,9524,|HT|,96,Diamond
JDA,5,2,1,6,28,817.33,1177.67,NA,0,,,
JDB,6,3,1,14,28,418.5,1697.68,JFK,0,,,
JDC,4,3,2,21,79,4788,829,NA,25025,DP Warriors,100,Diamond
JDD,3,4,2,25,105,1957.56,1824.67,NA,0,,,
JDE,6,1,2,5,38,5474,1864.46,NA,0,,,
JDF,1,3,3,17,169,2850.67,1657.11,NA,16282,Nuclear Winter,99,Diamond
JDG,4,3,2,14,79,1466.17,1756.19,NA,0,,,
JEA,5,1,2,6,45,909.33,2097.67,NA,0,,,
JEB,4,4,2,28,92,1286.58,2291.86,NA,0,,,
JEC,4,2,2,9,66,4198,853.33,Crypto,0,,,
JED,4,3,1,22,39,4703.67,1872.33,Crypto,9041,PT-Calculated,95,Diamond
JEE,2,2,2,9,84,2575.89,1588.97,NS,0,,,
JEF,2,3,1,13,51,2918.67,1534.28,NA,0,,,
JFA,5,3,2,14,68,1060.33,2300.31,NA,36693,S.W.A.T Academy,44,Platinum
JFB,3,2,2,10,75,1627.08,2727.83,NA,30820,Wolverines Resurrected,90,Platinum
JFC,4,2,2,7,66,3380,896.8,NA,0,,,
JFD,6,2,2,10,47,5531.33,1913,NA,37498,The Railroad,84,Silver
JFE,1,3,2,22,113,2442.24,1986,NA,18736,Monarch Research,100,Diamond
JFF,7,4,2,26,53,212,1048.67,NA,0,,,
JFG,6,3,1,19,28,3869.11,285.18,NA,0,,,
JGA,7,3,2,16,45,296.31,2646.63,JFK,0,,,
JGB,3,3,1,19,45,1754.33,2555.14,NA,40775,WarDogs HQ,86,Platinum
JGC,5,2,1,6,28,5388,919.67,NA,0,,,
JGD,5,2,2,7,56,5223,1947.33,NA,0,,,
JGE,4,2,2,7,66,1569.34,1070.41,Westworld,0,,,
JGF,6,3,2,23,56,622.51,929.67,NA,8500,Extinction,100,Platinum
JHA,4,3,2,15,79,1341,2817.33,NA,0,,,
JHB,3,3,2,16,90,1897.17,2429.6,Westworld,0,,,
JHC,4,3,2,16,79,4436.56,988.67,NA,9118,Maiden Voyage,99,Unranked
JHD,2,2,2,8,84,4247.33,2019.57,Crypto,0,,,
JHE,4,3,2,23,79,1399.07,1621,Westworld,0,,,
JHF,6,1,2,6,38,653.67,817.67,NA,0,,,
JIA,5,1,2,6,45,995,3066.27,NA,0,,,
JIB,7,5,2,29,60,1725.78,129.89,NA,0,,,
JIC,4,4,1,27,46,4842.33,1050.51,NA,15929,The Inquisition,81,Platinum
JID,4,5,2,29,105,4780,2156.33,Crypto,41853,Blood Money,81,Gold
JIE,1,4,2,25,131,3184.58,1612.24,NA,0,,,
JIF,6,2,2,8,47,654.93,712.03,Westworld,0,,,
JJA,7,2,2,9,38,26.33,2781.34,NA,41234,Peaky CS,39,Platinum
JJB,4,1,2,6,53,2093.88,854.48,NA,14821,JFK - Future Killers,78,Diamond
JJC,4,3,2,17,79,4939,1085.76,NA,0,,,
JJD,4,2,2,10,66,4960,2187.67,NA,7197,HeLa,86,Unranked
JJE,3,3,2,12,90,3763.81,1322.92,NA,231,Destructive Anomaly,92,Diamond
JJF,7,3,1,14,23,235.13,694,Westworld,0,,,
JKA,6,3,2,17,56,429.17,3027.46,Westworld,0,,,
JKB,6,1,2,6,38,674.45,2561.24,NA,20211,CR-ACK,55,Silver
JKC,3,3,2,23,90,4031.67,1134,Crypto,0,,,
JKD,3,3,2,20,90,4299.33,2258,Crypto,0,,,
JKE,3,4,2,25,105,4351.13,1760.11,Crypto,478,PT-ShadowRazers,90,Diamond
JKF,7,4,2,24,53,156.48,2446.96,NA,15154,The Fallen,95,Unranked
JLA,7,3,1,23,23,184.28,2337.23,NA,0,,,
JLB,5,2,2,7,56,875.58,3031.5,NA,0,,,
JLC,5,4,2,29,79,5334.33,1183.67,NA,946,PT-IronHearts,97,Platinum
JLD,3,2,2,8,75,4343.67,2343,Crypto,8938,Arcadia,90,Diamond
JLE,4,3,2,13,79,3413.67,807.85,NA,0,,,
JLF,5,3,2,17,68,1075.29,2820.42,NA,6984,Wraith,96,Bronze
JMA,7,4,1,29,26,267.25,1994.83,NA,8255,Requiem,61,Gold
JMC,3,3,2,22,90,2852.67,1199.01,NA,0,,,
JMD,1,3,2,18,113,3851.27,2510.71,Crypto,8520,Xenon,95,Diamond
JME,3,5,2,29,120,2362.33,1094.75,NA,0,,,
JMF,5,3,2,21,68,1184.7,2365.98,NA,0,,,
JNB,7,3,1,22,23,360.42,2364.16,NA,8322,The Project Syndicate,99,Unranked
JNC,4,2,2,9,66,1462.22,3081.89,Westworld,27902,SMTH - Concord,95,Platinum
JND,6,4,2,28,66,5461.33,1251.19,NA,0,,,
JNE,5,4,1,25,39,5165.85,923.19,NA,0,,,
JNF,7,4,1,27,26,5671.45,50.5,NA,2736,Itsi Bitsi Bikini,94,Platinum
JNG,2,3,2,11,101,2303.68,2312.59,NA,0,,,
JOB,7,4,2,25,53,330.5,2777.83,Westworld,0,,,
JOC,4,2,2,11,66,1455.89,3275.55,NA,9356,SMTH - Party Animals,96,Platinum
JOD,4,4,2,27,92,4999.33,1259,NA,2013,Subversive  Alliance,100,Diamond
JOE,2,3,2,24,101,4023,1979.67,NA,0,,,
JOF,5,4,2,29,79,5157.84,1946.96,NA,22295,Aquarius,92,Diamond
JPB,7,3,2,17,45,339.66,2513.33,Westworld,0,,,
JPC,5,1,1,5,23,1109.67,3248.67,NA,0,,,
JPD,3,4,1,25,53,4159,1310.33,NA,22781,The Wolverines,101,Diamond
JPE,5,2,2,7,56,2085,562.08,NA,51926,Inglorious Basterds,24,Platinum
JPF,2,2,2,9,84,4056.89,2468.89,NA,0,,,
JPG,5,3,2,21,68,956.33,2782.04,Westworld,16424,SMTH - HoYoverse,98,Bronze
JQB,6,3,2,14,56,709.5,2888.62,NA,9745,Emergency Room,84,Gold
JQC,2,3,2,12,101,2088.88,2676.75,NA,0,,,
JQD,3,3,2,16,90,3805.33,1298.03,NA,0,,,
JQF,7,4,1,29,26,1739.23,50.33,NA,0,,,
JQG,3,3,2,23,90,1673.25,2987.85,NA,26437,The Prowl,76,Platinum
JRB,6,3,2,23,56,625.13,2579.5,NA,20211,CR-ACK,55,Silver
JRC,1,4,2,24,131,3406.67,2451.25,NA,9055,Natural Selection IV,96,Diamond
JRD,4,3,2,24,79,1516.67,1342.34,NA,0,,,
JRE,7,3,2,14,45,2716.11,204.67,NA,7652,Alley Cats,48,Platinum
JRF,7,4,1,26,26,3305.67,41.15,NA,525,Ministry of Mayhem,90,Platinum
JRG,1,2,2,9,94,2922.61,2974.7,NA,0,,,
JSB,6,3,1,13,28,783.08,2098.11,NA,0,,,
JSC,1,2,3,8,141,3479.67,2819.67,NA,13784,WarBirds,77,Diamond
JSD,3,5,2,29,120,1750,1401.67,NA,50890,Wartopia,45,Platinum
JSE,5,2,2,10,56,3545.84,559.5,NA,0,,,
JSF,7,3,1,22,23,4062,26.75,NA,13377,The Brotherhood of War,98,Diamond
JSG,5,4,2,27,79,5170.4,679.93,NA,0,,,
JTB,6,3,1,15,28,419.33,648.33,Westworld,9524,|HT|,96,Diamond
JTC,1,3,2,11,113,3170.54,2944.22,NA,0,,,
JTD,2,2,2,9,84,3152.33,1395.66,NS,40992,Medic!!,97,Diamond
JTE,7,2,2,6,38,6082.33,1662.52,NA,0,,,
JTF,7,3,1,22,23,4883.94,183.48,NA,0,,,
JTG,4,3,2,21,79,4816.67,3115,NA,6974,Onion Smugglers,98,Platinum
JUB,7,4,2,29,53,295.25,393.15,NA,10140,In Memory of the Fallen,81,Platinum
JUC,1,3,2,21,113,3081.59,2847,NS,0,,,
JUD,2,3,2,11,101,3908.67,1434,NA,0,,,
JUE,1,3,2,11,113,2621.85,1689.77,NS,16282,Nuclear Winter,99,Diamond
JUF,7,4,1,27,26,4986.16,98.19,NA,0,,,
JUG,4,3,2,21,79,4718.5,2468.45,NA,9517,OverWatch,79,Platinum
JVB,7,1,1,5,15,94.56,12.11,NA,0,,,
JVC,7,3,1,19,23,2562.19,70.76,NA,28349,Dexter&#039;s Laboratory,92,Diamond
JVD,3,4,2,27,105,1684.72,1520.67,NA,0,,,
JVE,2,2,2,10,84,2289.33,1653.68,NS,9032,Wolf Pack,62,Platinum
JVF,7,4,1,29,26,5130.42,190.78,NA,33783,Impulse,91,Bronze
JVG,4,4,1,28,46,4838.33,2761.03,NA,0,,,
JWB,5,3,2,19,68,1153.38,2979,NA,0,,,
JWC,6,4,1,29,33,5119.06,305.82,NA,35840,Baby Champers,97,Gold
JWD,5,4,2,24,79,5174.96,1575.73,Crypto,46442,The Resolute,100,Platinum
JWE,3,3,2,18,90,1729.92,2058.42,NA,0,,,
JWF,5,3,1,18,34,1825.33,724.04,NA,23193,Materia,54,Gold
JWG,2,2,2,6,84,4245.67,2457.67,Crypto,0,,,
JXB,5,2,1,8,28,982.25,2830.29,NA,0,,,
JXC,6,4,1,28,33,2957.9,446.68,NA,0,,,
JXD,6,4,2,26,66,781.25,1634.33,Westworld,16120,WarDogs CM,23,Unranked
JXE,4,3,2,20,79,1283.92,2014.56,NA,33097,Occultus,88,Platinum
JXF,4,3,1,18,39,1740.26,1000.89,NA,0,,,
JXG,5,2,2,6,56,5245.33,2453.67,NA,31397,The Rifle Hotel,57,Bronze
JYB,5,3,2,24,68,838.46,2448.1,NA,39549,Good Guys,50,Gold
JYC,6,3,1,20,28,3625.53,480.21,NA,0,,,
JYD,3,3,2,13,90,4462.67,1600.33,Crypto,0,,,
JYE,4,3,2,14,79,1370.91,1746.58,NA,7969,WIT-Premier,94,Diamond
JYF,6,3,1,21,28,5725.94,598.67,NA,0,,,
JYG,6,5,2,30,75,5624,2718.33,NA,23952,Midnight Plague,74,Platinum
JZB,4,2,2,7,66,1484.56,2583.85,NA,0,,,
JZC,5,3,2,12,68,2954,556.33,NA,35776,IA Black,50,Platinum
JZD,1,3,2,20,113,2517,1633.34,NS,0,,,
JZE,2,3,2,12,101,3898.67,1546.79,Crypto,0,,,
JZF,7,5,1,29,30,6216.45,326.81,NA,39226,Samurai Uprising*,62,Silver
JZG,7,5,2,29,60,5927.75,2630.43,NA,0,,,
KAA,7,1,1,5,15,300.33,569.33,NA,44625,Black Mirrors,35,Gold
KAB,7,2,1,9,19,18.5,1199.67,NA,0,,,
KAC,5,3,2,23,68,2147,675.22,NA,26312,JFK - Misfits,89,Gold
KAD,2,3,2,19,101,2245.92,1695,NA,9032,Wolf Pack,62,Platinum
KAE,5,1,2,5,45,5073.88,1531.58,NA,0,,,
KAF,7,4,1,26,26,6151.2,1199.51,NA,0,,,
KAG,3,4,2,26,105,4563.16,2775.68,NA,0,,,
KBA,5,3,2,23,68,987.33,752,Westworld,36691,Rabid Chihuahuas,70,Bronze
KBB,6,3,1,20,28,520.58,1459.58,NA,42435,Nub Army,54,Platinum
KBC,5,4,2,27,79,3226.48,715,NA,0,,,
KBD,2,3,2,12,101,3927.7,1709.05,NA,231,Destructive Anomaly,92,Diamond
KBE,4,3,3,22,118,5026,1698.05,Crypto,18569,Romania Elite Kommando,93,Diamond
KBF,7,3,2,23,45,324.5,1228.92,Westworld,0,,,
KBG,7,5,1,29,30,247.99,187.08,NA,39788,Cerberus,82,Platinum
KCA,4,3,2,13,79,1762,873,NA,0,,,
KCB,7,3,1,20,23,41.67,1737.22,NA,8677,Mana,35,Platinum
KCC,6,3,2,19,56,5468,764.56,NA,0,,,
KCD,2,2,2,9,84,4084.13,1914.66,NA,0,,,
KCE,5,3,2,12,68,1154.33,1554.16,Westworld,40399,WIT-Mayhem,88,Gold
KCF,2,2,1,10,42,3864.67,2307.45,NA,0,,,
KCG,6,3,2,20,56,441.33,550.92,NA,10140,In Memory of the Fallen,81,Platinum
KDA,5,2,1,6,28,817.33,1216.67,Westworld,0,,,
KDB,6,3,1,13,28,433.88,1757.58,NA,0,,,
KDC,4,3,2,15,79,4697,816,NA,25025,DP Warriors,100,Diamond
KDD,3,3,2,21,90,4257.67,1819.67,Crypto,0,,,
KDE,6,5,3,29,113,5465.38,1975.67,NA,0,,,
KEA,5,1,2,6,45,930.67,2098.32,NA,49147,Gladiators,21,Gold
KEB,4,3,1,13,39,1205.85,2294.08,NA,0,,,
KEC,5,3,2,14,68,5074.67,878,NA,25025,DP Warriors,100,Diamond
KED,4,3,2,24,79,4994.66,1887.66,Crypto,18569,Romania Elite Kommando,93,Diamond
KEE,1,2,2,10,94,2673.33,1824.33,NA,0,,,
KEF,1,4,1,28,66,3480.02,2205,Crypto,0,,,
KFA,5,3,2,16,68,1107.33,2305.67,NA,35423,S.W.A.T,100,Bronze
KFB,3,2,2,11,75,1620.5,2679.42,NA,30820,Wolverines Resurrected,90,Platinum
KFC,4,3,2,17,79,3568.67,915,NA,0,,,
KFD,1,3,2,21,113,3396.33,1927.67,NA,11581,Natural Selection III,94,Diamond
KFE,1,3,2,13,113,2411.32,1977,NS,18736,Monarch Research,100,Diamond
KFF,7,3,2,18,45,229.33,1042.67,NA,0,,,
KFG,6,3,1,22,28,3890.79,269.75,NA,0,,,
KGA,7,3,2,17,45,296.69,2702.11,Westworld,0,,,
KGB,3,4,2,26,105,1753.37,2611.78,NA,36891,FLATLINE,88,Platinum
KGC,5,3,1,14,34,5335.33,940,NA,0,,,
KGD,3,2,2,7,75,1693.33,1939.67,NA,0,,,
KGE,4,2,2,7,66,1576.29,1074.53,NA,0,,,
KGF,6,3,2,14,56,576.33,856.33,Westworld,14581,Project Nimbus,72,Platinum
KGG,7,4,1,28,26,3354.04,243.81,NA,525,Ministry of Mayhem,90,Platinum
KHA,3,3,2,16,90,1838,2838.67,NA,0,,,
KHB,3,2,1,10,38,1877,2436.42,NA,0,,,
KHC,4,5,2,30,105,4800,1020,NA,15929,The Inquisition,81,Platinum
KHD,2,4,2,24,118,2096.88,2053.67,NA,0,,,
KHE,4,2,2,9,66,1415.39,1612.28,Westworld,0,,,
KHF,6,2,2,6,47,676.67,817.67,NA,14581,Project Nimbus,72,Platinum
KIA,5,3,2,12,68,1011,3079,NA,11522,Droogs,79,Unranked
KIB,5,3,2,17,68,1128.33,789.33,Westworld,0,,,
KIC,4,3,1,22,39,4684.82,1102,NA,15929,The Inquisition,81,Platinum
KID,4,2,2,8,66,1586.67,2107.67,NA,40518,Monarch Optimus,66,Gold
KIE,1,2,2,9,94,3241.33,1619.5,NS,0,,,
KIF,7,3,2,21,45,271.82,871.5,Westworld,0,,,
KJA,7,2,2,10,38,9.75,2781.33,NA,41234,Peaky CS,39,Platinum
KJB,4,2,2,8,66,2059.25,851.13,NA,14821,JFK - Future Killers,78,Diamond
KJC,4,3,1,21,39,4886.97,1085.14,NA,0,,,
KJD,2,3,2,14,101,4194,2196,Crypto,0,,,
KJE,3,3,2,13,90,3746.06,1293.75,NA,231,Destructive Anomaly,92,Diamond
KJF,6,3,1,15,28,442.86,694.04,Westworld,0,,,
KKA,6,2,2,7,47,459.96,2323.13,NA,0,,,
KKB,6,2,2,6,47,687.31,2575.39,NA,20211,CR-ACK,55,Silver
KKC,5,3,2,18,68,5315,1121.33,NA,33458,SA House of Mischief,98,Platinum
KKD,3,1,2,5,60,4275,2262.33,NA,0,,,
KKE,3,3,2,15,90,4384.81,1816.92,Crypto,16628,Chain Reaction,97,Diamond
KKF,7,4,2,28,53,175.83,2254.13,NA,11131,Infernum-,64,Gold
KLA,7,2,2,8,38,146.05,2376,NA,0,,,
KLB,5,1,2,5,45,903.27,3032.25,NA,0,,,
KLC,3,3,2,22,90,3084.33,1170,NA,14052,NPO - Serenity,54,Bronze
KLD,3,3,2,18,90,4292.69,2364.33,Crypto,8938,Arcadia,90,Diamond
KLE,4,4,2,25,92,4012.25,1012.4,NA,0,,,
KLF,5,2,2,7,56,1013.33,2808,NA,16424,SMTH - HoYoverse,98,Bronze
KMA,7,3,1,14,23,330.5,1986.5,NA,8255,Requiem,61,Gold
KMC,5,4,2,25,79,5316.33,1219.33,NA,0,,,
KMD,2,1,2,5,68,4021.33,2491.67,NA,21368,Escensio Incursus,99,Diamond
KME,4,3,2,23,79,2406.58,966.81,NA,0,,,
